Order_ID,Amount,Discount,Quantity_Sold
1455,7509.01,15,10
1456,9154.03,50,35
1457,4396.81,45,11
1458,2661.25,0,11
1459,4400.59,25,21
1460,7262.13,50,21
1461,189.64,10,22
1462,5935.59,0,45
1463,6171.59,50,7
1464,6413.11,10,17
1465,2496.02,0,2
1466,7169.12,50,12
1467,1004.78,5,42
1468,2072.78,15,18
1469,8786.95,50,11
1470,7413.36,50,16
1471,236.08,50,49
1472,2558.92,5,18
1473,2222.62,0,35
1474,2780.98,20,26
1475,2550.84,0,16
1476,719.01,15,6
1477,4643.51,5,44
1478,7354.06,50,43
1479,6106.64,5,47
1480,6761.43,15,47
1481,903.38,45,48
1482,9519.76,5,42
1483,8401.07,15,12
1484,8070.39,20,13
1485,8247.54,20,4
1486,9333.83,15,39
1487,5488.11,40,2
1488,2082.79,20,26
1489,6206.16,45,27
1490,7454.53,5,27
1491,7405.38,20,15
1492,5262.35,10,8
1493,777.74,15,7
1494,3774.02,20,47
1495,9215.59,50,46
1496,5886.04,5,40
1497,5429.49,5,12
1498,2761.65,10,13
1499,3747.64,0,43
1500,8963.93,5,17
1501,6697.98,10,17
1502,7895.13,10,36
1503,4598.02,15,21
1504,6339.45,15,8
1505,2559.0,0,5
1506,7084.06,0,26
1507,4333.25,20,16
1508,4481.2,0,36
1509,6528.29,0,28
1510,9369.18,15,29
1511,733.66,5,47
1512,8264.96,15,12
1513,2994.59,25,37
1514,4494.8,0,30
1515,316.94,5,23
1516,3080.36,10,16
1517,5076.05,15,14
1518,656.14,20,10
1519,4961.85,10,7
1520,9278.4,5,45
1521,1143.39,15,37
1522,7667.96,5,29
1523,4155.74,20,3
1524,6586.22,45,15
1525,2676.34,50,36
1526,1678.97,5,47
1527,1688.58,45,46
1528,797.87,50,19
1529,1937.9,15,13
1530,6675.77,0,42
1531,8828.74,20,21
1532,8159.84,10,37
1533,6882.83,50,27
1534,1193.28,15,29
1535,2962.96,45,20
1536,3167.09,15,25
1537,2574.57,5,6
1538,5198.56,50,36
1539,5401.98,20,2
1540,3633.17,5,22
1541,3602.51,5,32
1542,8302.7,45,16
1543,7914.0,50,18
1544,3147.18,15,5
1545,9146.51,45,36
1546,9532.87,45,30
1547,3334.75,20,45
1548,3608.81,50,19
1549,5105.78,50,23
1550,9417.1,40,34
1551,8775.56,15,13
1552,1115.42,50,43
1553,3988.03,45,29
1554,5578.37,20,36
1555,5081.01,10,22
1556,2019.24,20,47
1557,8602.29,45,36
1558,6801.71,5,9
1559,8395.29,5,39
1560,8601.77,5,19
1561,7508.72,50,38
1562,4448.18,25,6
1563,6144.41,45,47
1564,1687.62,50,15
1565,6769.09,10,20
1566,1874.61,5,9
1567,6970.1,10,32
1568,2373.02,5,4
1569,1263.76,25,18
1570,1736.32,10,5
1571,119.72,45,20
1572,7215.52,45,23
1573,7350.77,15,11
1574,5197.84,45,37
1575,1697.49,15,22
1576,927.19,45,4
1577,289.38,10,29
1578,1740.91,50,44
1579,8919.47,45,34
1580,2491.21,15,13
1581,3607.29,40,42
1582,1142.92,20,9
1583,2301.38,50,42
1584,5240.32,5,31
1585,6116.75,45,7
1586,2528.99,45,4
1587,671.55,5,19
1588,3971.23,0,42
1589,2418.61,45,30
1590,2273.58,15,31
1591,9602.64,10,35
1592,6201.37,10,21
1593,5613.1,10,31
1594,4216.17,0,19
1595,4346.55,5,31
1596,5454.96,30,32
1597,6994.66,0,2
1598,7051.25,10,10
1599,1799.77,15,2
1600,5051.12,50,2
1601,4178.39,10,24
1602,8718.22,15,17
1603,6351.05,10,32
1604,5371.79,15,16
1605,1242.41,50,16
1606,6095.82,0,46
1607,1260.32,50,39
1608,3438.35,15,31
1609,1514.14,10,43
1610,6951.53,45,24
1611,2141.9,50,1
1612,3979.41,15,11
1613,8967.18,50,21
1614,2122.73,0,4
1615,5127.27,15,7
1616,4250.79,15,26
1617,279.43,40,47
1618,7948.31,25,12
1619,783.55,10,31
1620,4795.12,45,17
1621,5650.72,10,33
1622,6321.42,50,11
1623,6917.45,0,28
1624,2607.4,50,32
1625,198.79,45,1
1626,7262.09,5,47
1627,5403.0,45,28
1628,8377.57,20,42
1629,8231.74,15,7
1630,8448.93,15,2
1631,4902.44,45,42
1632,3402.92,10,24
1633,7936.43,20,4
1634,4567.81,45,44
1635,1916.08,45,19
1636,8564.24,30,26
1637,8837.34,5,11
1638,4716.47,20,40
1639,849.43,30,43
1640,3939.48,0,11
1641,8055.02,5,45
1642,9027.56,45,3
1643,2114.38,10,12
1644,763.04,45,3
1645,8785.77,15,42
1646,3955.11,20,27
1647,5463.43,0,49
1648,9683.85,15,2
1649,758.99,0,49
1650,6518.35,20,16
1651,833.64,10,2
1652,3817.14,20,30
1653,8057.76,5,20
1654,4391.38,0,38
1655,9972.11,5,28
1656,5634.69,0,25
1657,3279.51,45,32
1658,2279.1,10,10
1659,3570.15,50,42
1660,3788.08,5,40
1661,780.27,5,33
1662,3758.78,15,13
1663,4695.96,50,41
1664,7255.1,35,42
1665,6601.62,15,47
1666,7116.78,10,37
1667,182.8,20,16
1668,2254.91,35,45
1669,6650.67,5,22
1670,4891.49,10,20
1671,152.6,30,43
1672,8064.5,0,27
1673,7750.81,5,41
1674,5529.35,45,16
1675,757.99,0,34
1676,7688.5,15,32
1677,5878.76,20,26
1678,7841.4,20,25
1679,7542.3,0,2
1680,8049.72,10,12
1681,5228.28,5,40
1682,1489.21,5,9
1683,6744.46,50,12
1684,6242.69,45,26
1685,7448.31,30,9
1686,1781.82,45,10
1687,2030.25,45,32
1688,8915.05,10,34
1689,7524.78,0,48
1690,9091.46,20,20
1691,7611.28,10,39
1692,6011.84,5,2
1693,6575.91,10,1
1694,8902.37,20,36
1695,5830.19,20,24
1696,6360.67,5,27
1697,1649.12,10,2
1698,4791.82,15,31
1699,7192.33,50,14
1700,2782.33,15,2
1701,2102.32,45,29
1702,3206.89,5,15
1703,2490.86,0,12
1704,2227.64,50,37
1705,4306.02,20,28
1706,9087.6,45,20
1707,5119.89,10,39
1708,1960.41,15,24
1709,862.02,5,21
1710,6991.95,10,10
1711,3889.71,15,46
1712,8236.13,10,14
1713,6629.16,15,37
1714,7982.79,15,18
1715,2792.27,45,24
1716,6954.35,5,14
1717,2714.21,0,34
1718,9396.78,10,12
1719,6400.11,10,22
1720,3312.67,0,6
1721,2768.17,45,36
1722,1990.17,5,45
1723,6976.95,0,36
1724,2265.28,15,22
1725,5993.5,10,14
1726,2719.89,15,16
1727,6653.49,20,36
1728,8167.9,20,25
1729,7802.45,10,32
1730,7632.43,45,33
1731,1958.45,5,45
1732,975.01,45,36
1733,7019.59,45,20
1734,3746.64,5,18
1735,4380.23,10,38
1736,408.38,15,3
1737,2669.81,0,23
1738,433.4,15,32
1739,8803.94,20,45
1740,2509.63,50,16
1741,5617.64,5,5
1742,485.9,10,4
1743,6701.79,0,21
1744,3297.97,10,40
1745,8989.4,50,14
1746,8892.37,20,39
1747,3320.38,15,31
1748,9019.51,0,14
1749,9961.96,5,6
1750,8271.62,0,12
1751,8464.23,20,16
1752,2565.19,5,17
1753,5809.35,0,45
1754,765.83,20,23
1755,1039.69,15,14
1756,9989.04,15,7
1757,3333.73,45,46
1758,7507.02,5,32
1759,8085.98,50,15
1760,8594.43,0,44
1761,9976.52,50,17
1762,2490.82,15,41
1763,499.47,0,47
1764,4170.8,20,44
1765,1387.8,0,34
1766,322.02,20,5
1767,3668.23,20,45
1768,7859.01,0,27
1769,5705.19,10,23
1770,3196.5,5,40
1771,6577.99,45,14
1772,2396.98,45,15
1773,242.38,45,43
1774,7667.1,35,33
1775,6275.06,50,31
1776,7646.8,10,35
1777,485.49,50,17
1778,8387.48,5,28
1779,6233.31,20,19
1780,5677.61,10,46
1781,6283.68,45,23
1782,8657.89,0,32
1783,5910.67,5,40
1784,5851.41,0,13
1785,9907.72,15,20
1786,7591.63,20,35
1787,4478.71,50,5
1788,7103.23,0,9
1789,3953.38,15,29
1790,2365.87,15,6
1791,6008.83,50,25
1792,9289.0,45,31
1793,9298.48,0,22
1794,3484.86,25,2
1795,5324.01,15,45
1796,2195.2,20,5
1797,9956.75,5,27
1798,9813.07,10,25
1799,6530.14,50,8
1800,8063.7,20,1
1801,7179.49,10,20
1802,5972.27,45,44
1803,628.15,50,23
1804,4602.17,5,32
1805,6780.38,20,11
1806,6807.56,5,39
1807,3793.91,20,47
1808,9422.75,45,24
1809,1756.83,50,11
1810,5053.56,15,29
1811,6939.75,30,26
1812,7001.64,10,16
1813,6521.53,50,35
1814,2825.35,5,20
1815,1646.45,20,46
1816,6395.81,50,3
1817,6033.09,20,1
1818,1875.62,0,47
1819,7080.88,10,1
1820,4606.2,20,17
1821,6710.83,45,2
1822,8389.93,15,29
1823,1780.31,20,20
1824,289.53,5,6
1825,7813.12,50,8
1826,6136.0,20,29
1827,7026.43,20,48
1828,8397.73,0,33
1829,8047.83,5,3
1830,9613.11,10,35
1831,5405.76,0,5
1832,4936.11,15,27
1833,4078.68,5,44
1834,1621.54,20,12
1835,5768.81,0,20
1836,2842.42,45,45
1837,9220.94,35,20
1838,5873.59,20,9
1839,5969.12,10,39
1840,3613.75,5,4
1841,614.69,5,19
1842,414.26,0,38
1843,4291.02,0,27
1844,937.2,5,45
1845,6107.78,15,43
1846,8821.63,20,13
1847,8840.86,20,13
1848,6624.55,5,22
1849,2191.2,15,28
1850,8643.67,15,47
1851,8872.33,0,45
1852,2046.87,5,22
1853,7400.52,10,43
1854,2936.54,50,19
1855,8046.14,15,8
1856,9972.66,45,8
1857,397.26,30,42
1858,8983.92,0,26
1859,6264.04,10,48
1860,9736.49,50,26
1861,4703.59,30,23
1862,8489.14,45,43
1863,717.7,50,13
1864,3419.26,20,28
1865,763.46,20,9
1866,9755.9,20,20
1867,8188.04,50,19
1868,8540.22,45,48
1869,9385.86,20,39
1870,942.52,5,12
1871,3917.42,25,15
1872,803.25,5,31
1873,2186.85,50,14
1874,2370.72,45,11
1875,4744.16,45,26
1876,2758.77,15,42
1877,1099.68,0,27
1878,1758.16,10,11
1879,1558.03,15,38
1880,9733.46,45,34
1881,7617.0,20,43
1882,9680.84,45,19
1883,4453.43,45,6
1884,2855.85,15,46
1885,8003.1,20,38
1886,3329.91,0,49
1887,3063.9,20,42
1888,2401.81,5,28
1889,1383.82,10,1
1890,2638.98,10,35
1891,3617.67,5,40
1892,6772.54,50,8
1893,719.39,45,47
1894,2184.02,10,7
1895,8109.33,40,11
1896,1554.53,45,39
1897,3492.19,10,4
1898,8660.12,50,25
1899,1633.76,15,12
1900,919.09,20,26
1901,4896.93,0,38
1902,3093.95,45,46
1903,5677.74,20,12
1904,8057.67,5,43
1905,1457.77,0,37
1906,5848.92,45,46
1907,5104.54,50,24
1908,1526.38,50,16
1909,6277.59,10,13
1910,2809.04,45,25
1911,4929.56,20,4
1912,914.5,50,11
1913,4649.88,0,32
1914,3133.99,20,49
1915,8241.57,50,7
1916,664.09,15,46
1917,4244.21,15,11
1918,4638.47,10,28
1919,7277.56,10,41
1920,5785.45,5,23
1921,6705.4,50,45
1922,7792.79,50,23
1923,8635.81,15,28
1924,3207.37,20,43
1925,5426.42,20,47
1926,8417.07,50,26
1927,9895.57,0,25
1928,8906.24,50,29
1929,3777.53,0,19
1930,2032.15,0,33
1931,4944.99,0,36
1932,7442.25,10,14
1933,4976.43,0,14
1934,4883.49,15,35
1935,8398.48,25,30
1936,3677.9,50,28
1937,8611.97,5,17
1938,4127.37,20,3
1939,3349.51,0,16
1940,4594.5,50,46
1941,7648.22,45,30
1942,1347.42,50,29
1943,2044.55,20,45
1944,9519.3,10,15
1945,1837.37,15,46
1946,5720.5,45,25
1947,5835.21,5,38
1948,4947.28,10,42
1949,6482.98,30,47
1950,2375.28,50,38
1951,5571.36,10,23
1952,3784.52,0,25
1953,6650.51,45,42
1954,1498.11,10,7
1955,5751.69,20,22
1956,1934.18,0,17
1957,2858.57,15,18
1958,2265.23,45,49
1959,1910.09,25,41
1960,8274.54,5,10
1961,2928.5,20,10
1962,9278.53,45,7
1963,9702.27,45,48
1964,5755.48,50,38
1965,1515.71,10,27
1966,3808.03,20,33
1967,7997.55,50,1
1968,3737.17,10,44
1969,961.47,5,34
1970,5612.17,10,4
1971,8466.7,10,17
1972,7979.67,20,4
1973,1833.72,15,43
1974,6760.37,15,26
1975,2282.99,45,4
1976,2260.25,50,1
1977,8753.31,0,7
1978,2571.72,10,30
1979,2706.15,20,9
1980,106.47,15,35
1981,8719.62,15,8
1982,7946.69,0,24
1983,6310.56,5,19
1984,7527.63,20,36
1985,1605.28,20,43
1986,4637.4,50,27
1987,3577.07,35,32
1988,1028.39,20,14
1989,4912.69,50,18
1990,9215.32,45,28
1991,496.59,45,29
1992,2985.46,20,16
1993,2154.66,45,35
1994,2457.65,0,47
1995,9093.5,20,31
1996,4733.88,0,4
1997,4716.36,5,37
1998,7629.7,5,17
1999,1629.47,20,39
2000,4923.93,20,48
2001,6014.0,45,72
2002,1798.0,50,39
2003,4991.0,15,57
2004,5396.0,5,71
2005,2438.0,0,26
2006,9065.0,20,58
2007,2407.0,5,37
2008,6742.0,45,75
2009,7756.0,50,19
2010,6654.0,5,62
2011,9800.0,5,19
2012,6495.0,45,54
2013,3282.0,50,13
2014,4724.0,50,13
2015,9707.0,5,80
2016,7998.0,45,81
2017,3459.0,45,36
2018,8908.0,5,47
2019,5774.0,10,43
2020,3755.0,45,71
2021,3619.0,5,91
2022,3967.0,5,86
2023,7311.0,5,65
2024,5846.0,45,19
2025,4943.0,10,77
2026,9966.0,15,65
2027,7923.0,50,90
2028,6966.0,0,63
2029,2509.0,10,30
2030,1117.0,20,83
2031,5593.0,0,37
2032,6018.0,45,79
2033,6946.0,10,19
2034,4847.0,5,18
2035,5013.0,15,7
2036,9875.0,10,53
2037,4811.0,15,26
2038,7179.0,10,57
2039,2643.0,20,68
2040,1636.0,15,82
2041,4037.0,50,44
2042,1014.0,5,60
2043,9917.0,20,9
2044,8444.0,50,89
2045,5250.0,0,23
2046,2718.0,50,67
2047,4665.0,25,79
2048,1177.0,20,67
2049,9252.0,45,97
2050,3376.0,5,3
2051,7154.0,0,44
2052,7266.0,45,21
2053,8235.0,45,39
2054,1284.0,5,81
2055,3252.0,0,65
2056,2470.0,5,71
2057,3526.0,45,79
2058,8516.0,10,53
2059,5583.0,15,42
2060,8690.0,50,61
2061,9911.0,20,44
2062,3154.0,10,4
2063,2077.0,10,40
2064,2733.0,15,62
2065,8971.0,15,7
2066,3264.0,20,72
2067,2205.0,50,45
2068,4323.0,15,98
2069,8213.0,0,66
2070,5002.0,10,24
2071,7686.0,10,65
2072,9200.0,50,28
2073,7214.0,5,86
2074,9512.0,5,43
2075,1133.0,0,3
2076,8280.0,15,23
2077,3360.0,45,54
2078,7501.0,50,15
2079,2833.0,40,82
2080,7580.0,20,71
2081,7101.0,0,41
2082,7886.0,45,97
2083,8869.0,50,61
2084,1174.0,5,80
2085,7154.0,50,63
2086,8913.0,10,74
2087,5236.0,25,44
2088,6196.0,20,9
2089,2198.0,10,78
2090,7222.0,20,75
2091,9127.0,50,83
2092,9431.0,20,73
2093,3033.0,0,42
2094,8232.0,0,28
2095,3630.0,5,5
2096,6376.0,0,81
2097,8171.0,10,26
2098,1119.0,15,44
2099,6169.0,0,87
2100,9118.0,15,51
2101,9960.0,10,73
2102,7657.0,15,28
2103,4080.0,45,70
2104,9962.0,5,76
2105,2908.0,0,30
2106,5619.0,5,80
2107,3701.0,20,10
2108,7577.0,5,2
2109,5358.0,0,31
2110,4763.0,50,95
2111,6399.0,45,24
2112,8884.0,45,5
2113,1095.0,5,54
2114,7425.0,15,31
2115,8053.0,45,39
2116,9445.0,50,41
2117,5665.0,45,20
2118,9761.0,30,60
2119,8781.0,50,45
2120,4693.0,45,31
2121,9812.0,45,82
2122,9358.0,45,49
2123,9864.0,10,98
2124,8627.0,15,42
2125,1973.0,5,63
2126,5762.0,40,18
2127,6107.0,15,44
2128,1589.0,10,51
2129,3825.0,0,57
2130,1169.0,5,56
2131,2757.0,5,14
2132,5833.0,35,43
2133,7831.0,5,12
2134,8145.0,20,9
2135,5710.0,20,59
2136,2193.0,20,49
2137,4830.0,15,99
2138,1606.0,0,4
2139,6267.0,0,99
2140,5681.0,0,90
2141,4165.0,0,33
2142,4581.0,50,9
2143,1955.0,25,30
2144,4638.0,50,57
2145,9952.0,45,74
2146,1750.0,10,14
2147,7881.0,50,17
2148,7761.0,20,15
2149,5142.0,50,25
2150,8268.0,20,86
2151,3067.0,50,63
2152,1574.0,15,66
2153,5708.0,10,45
2154,3969.0,10,44
2155,9135.0,5,26
2156,3768.0,10,19
2157,4640.0,10,4
2158,2711.0,20,54
2159,4793.0,5,68
2160,2050.0,50,11
2161,9072.0,5,53
2162,2371.0,10,6
2163,9563.0,45,44
2164,9689.0,15,91
2165,2973.0,20,44
2166,6767.0,0,33
2167,4820.0,15,43
2168,2637.0,45,18
2169,6189.0,15,30
2170,3381.0,15,86
